1 B,32 B,1.0 KB
11.910655969928484,2.0752419947605176,2.9958129924362993
1.7778939955112492,2.032291994868956,2.8520109927993644
2.322560994136097,1.7353969956185438,2.5028319936809567
1.7113859956791657,1.8209799954024675,2.5023369936822064
1.6358949958697622,2.696514993191954,9.304972976507202
1.2774149967748372,2.0132139949171233,2.6914399932047672
1.2910679967403667,1.88813399523292,2.5885979934644183
1.282817996761196,1.6720219957785503,2.6473009933162075
1.323813996657691,1.8761089952632801,2.5744179935002194
1.313372996684052,1.8656519952896815,2.4141019939049784
1.2702439967929422,1.8925939952216595,2.4670689937712496
1.5050019962002352,1.8733989952701222,2.8906019927019315
1.544982996099293,1.5900229959855778,2.4950569937005866
1.555623996072427,1.607079995942513,2.690351993207514
1.5417229961075236,1.6313189958813155,2.4875339937195804
3.428691991343385,2.722362993126694,2.3591909940436153
3.6261799908447756,1.6817399957540147,2.962546992520288
1.5463789960957683,2.0313719948712787,2.5982189934401276
1.4468329963470978,1.7983479954596078,2.54793999356707
1.9196159951534355,1.6749919957710517,2.425471993876272
1.4100399964399912,1.7640129955462953,2.764485993020344
1.3609159965640174,1.682352995752467,2.7338839930976064
1.3289409966447465,3.590388990935139,2.7694489930078134
1.3792329965177714,1.7816639955017308,2.6262359933693915
1.3440559966065848,2.9722189924958684,2.6373129933414248
1.346814996599619,2.180756994494118,3.6975939906644726
1.4940669962278434,2.012392994919196,2.4563399937983377
1.3824519965096442,1.7246169956457607,2.421071993887381
1.3421909966112935,1.5856389959966464,2.3860469939758104
1.388805996493602,1.3167319966755713,2.7352919930940516
1.3233439966588776,1.60679599594323,2.530948993609968
1.8055559954414093,1.4946819962262907,2.464413993777953
1.3325629966356018,1.3649189965539108,2.521700993633317
1.4608319963117538,1.4586499963172628,2.4431839938315534
1.2645819968072374,1.3647219965544082,2.538630993590573
1.4416179963602644,1.3922919964848006,3.091323992195157
1.3351679966290249,1.3337819966325242,2.5158589936480666
1.5484849960904512,1.280936996765945,2.4967209936963854
1.278691996771613,1.4546749963272987,2.4226679938833513
1.315710996678149,1.3517139965872502,2.5852879934727753
1.9217069951481562,1.3552109965784211,2.493180993705323
1.65183799582951,1.5076719961934941,2.4809729937361453
1.5995549959615118,1.3260849966519572,2.405010993927931
1.3317349966376923,1.4103769964391404,2.6486409933128243
1.3523799965855687,1.5478929960919459,2.5977449934413244
1.3728379965339172,3.3452479915540607,2.4429459938321543
1.3602029965658176,1.4836579962541236,2.502289993682325
1.698729995711119,1.3673019965478943,2.482316993732752
1.4078499964455204,1.3624719965600889,2.7434769930733864
1.2446699968575103,1.3816759965116034,2.4721089937585248
1.5134199961789818,2.413966993905319,2.485998993723456
1.3252179966541462,1.3455889966027144,2.502510993681767
1.8948539952159535,1.387370996497225,2.515448993649102
1.8816899952491895,1.337970996621948,2.57176399350692
1.4279479963947779,1.5938599959758903,2.7805839929797003
1.374808996528941,1.5039189962029695,3.2394849918210866
1.4369609963720222,1.3430619966090944,3.5699709909866897
1.5155569961735864,1.3531849965835363,2.5810759934834095
1.335380996628487,1.3344179966309184,2.396044993950568
1.4097349964407613,1.5613639960579349,2.6902309932078197
1.2790629967706764,3.0685739922525954,2.5886109934643855
1.44816299634374,1.4174719964212272,2.7191949931346926
1.6704449957825318,1.4161229964246331,2.5631039935287845
1.5968669959682984,1.4747169962766975,2.9274779926088286
1.4698599962889602,2.0261869948843696,2.605215993422462
1.4756299962743924,1.5928659959784,2.4852929937252384
2.220357994394135,1.5682969960404307,2.5642249935259542
1.3194009966688327,1.3561479965760554,2.885030992715997
1.3564399965753182,1.3413689966133688,2.744664993070387
1.4721309962832265,1.3723939965350382,2.4243979938789835
39.28764090080824,1.419196996416872,2.7910259929533368
10.13589297440933,1.391486996486833,4.006129989885494
9.865166975092848,1.4386949963676443,2.579060993488497
18.142249954195222,1.5891419959878021,2.7536449930477147
3.6664219907431743,1.4237129964054702,2.7737269929970125
2.027883994880085,1.467750996294285,2.497123993695368
4.637921988290373,1.4495059963403492,2.914895992640595
1.633135995876728,1.3765389965245731,2.4859389937236074
1.7714279955275742,1.4814529962596907,2.5010659936854154
2.122933994640107,1.473583996279558,2.5344429936011466
1.6346539958728954,1.3581389965710287,2.618800993388163
1.7877039954864813,1.3726069965345005,2.6534159933007686
1.7163769956665647,1.3619789965613336,2.7436849930728613
1.6959069957182464,1.469446996290003,2.5905109934595885
1.7038759956981266,1.3164499966762833,2.61134399340699
1.8410429953518133,1.3647409965543602,2.7598329930320915
1.722203995651853,1.3056239967036163,2.7028219931760304
1.6872509957401007,1.2618039968142511,2.7229589931251894
2.8806069927271665,1.3838019965062358,2.516250993647077
1.748253995586083,1.4826989962565449,2.688688993211713
1.7067879956907746,1.3162849966766998,3.095929992183528
1.701378995704431,1.3779979965208895,3.00405899241548
1.6254319958961787,1.5792269960128351,42.954423891550505
1.5171239961696301,2.158938994549203,15.852559959976134
1.4693589962902252,1.334113996631686,3.346840991550039
1.4650679963010589,1.274049996783333,7.3912559813388725
1.4259339963998627,1.3603769965653782,2.7182599931370532
1.5588289960643351,1.280791996766311,2.63337399335137
1.4908849962358772,1.408858996442973,2.4729439937564166
1.4177339964205657,1.3736869965317737,2.604527993424199
